DateTime,NOx,NO2,CO,C6H6,T
2004-05-25 09:00:00,149.0,91.0,2.1,15.3,19.2
2004-05-25 10:00:00,207.0,130.0,2.6,14.0,24.9
2004-05-25 11:00:00,289.0,155.0,3.2,18.5,28.3
2004-05-25 12:00:00,159.0,114.0,2.1,13.5,29.2
2004-05-25 13:00:00,162.0,127.0,2.2,15.8,31.6
2004-05-25 14:00:00,173.0,138.0,2.4,18.5,32.6
2004-05-26 10:00:00,188.0,136.0,2.2,14.9,26.1
2004-05-26 11:00:00,159.0,135.0,1.8,13.8,28.8
2004-05-26 12:00:00,146.0,115.0,1.6,12.3,29.6
2004-05-26 13:00:00,127.0,112.0,1.8,14.0,31.6
2004-05-26 14:00:00,128.0,112.0,1.6,11.8,32.3
2004-05-26 15:00:00,120.0,109.0,1.6,12.0,31.8
2004-05-26 16:00:00,115.0,112.0,1.3,9.7,31.8
2004-05-28 15:00:00,133.0,115.0,1.7,12.3,29.6
2004-05-28 16:00:00,131.0,117.0,1.7,12.2,28.0
2004-05-28 17:00:00,133.0,105.0,2.1,12.5,23.6
2004-05-28 18:00:00,141.0,114.0,2.2,13.9,21.5
2004-05-28 19:00:00,112.0,103.0,1.8,11.4,22.1
2004-05-28 20:00:00,147.0,119.0,1.8,10.4,20.2
2004-05-28 21:00:00,104.0,102.0,0.9,7.0,20.0
2004-05-28 22:00:00,97.0,96.0,1.0,7.0,19.8
2004-05-28 23:00:00,128.0,109.0,2.0,11.3,19.6
2004-05-29 00:00:00,138.0,119.0,1.8,9.2,19.3
2004-05-29 01:00:00,93.0,103.0,1.1,6.8,18.5
2004-05-29 02:00:00,71.0,84.0,0.6,5.1,18.0
2004-05-29 06:00:00,41.0,45.0,0.1,2.0,17.9
2004-05-29 07:00:00,84.0,80.0,0.5,4.0,18.4
2004-05-29 08:00:00,77.0,77.0,0.6,4.0,18.9
2004-05-29 09:00:00,73.0,68.0,0.5,4.0,19.2
2004-05-29 10:00:00,72.0,66.0,0.7,4.2,20.8
2004-05-29 11:00:00,77.0,70.0,0.7,4.5,21.3
2004-05-29 12:00:00,82.0,74.0,0.9,6.0,21.8
2004-05-29 13:00:00,67.0,64.0,0.7,4.8,22.8
2004-05-29 14:00:00,59.0,60.0,0.4,3.8,22.9
2004-05-29 15:00:00,61.0,63.0,0.5,4.2,22.9
2004-05-29 16:00:00,76.0,75.0,0.6,5.1,23.8
2004-05-29 17:00:00,73.0,79.0,0.6,5.6,23.2
2004-05-29 18:00:00,87.0,83.0,0.8,5.8,22.4
2004-05-29 19:00:00,98.0,93.0,1.0,7.0,21.7
2004-05-29 20:00:00,123.0,112.0,1.2,7.9,20.8
2004-05-29 21:00:00,102.0,103.0,1.0,6.5,20.1
2004-05-29 22:00:00,102.0,93.0,1.3,8.5,19.5
2004-05-29 23:00:00,142.0,112.0,2.7,13.7,19.0
2004-05-30 00:00:00,148.0,125.0,2.7,13.8,18.5
2004-05-30 01:00:00,107.0,107.0,1.6,9.1,17.8
2004-05-30 02:00:00,61.0,76.0,0.6,6.5,19.2
2004-05-30 05:00:00,25.0,37.0,0.1,3.1,17.2
2004-05-30 06:00:00,32.0,45.0,0.1,2.9,17.3
2004-05-30 07:00:00,48.0,61.0,0.2,3.6,18.6
2004-05-30 08:00:00,60.0,67.0,0.3,2.7,20.2
2004-05-30 09:00:00,52.0,60.0,0.3,3.0,22.0
2004-05-30 10:00:00,58.0,64.0,0.4,3.7,25.5
2004-05-30 11:00:00,54.0,64.0,0.3,3.8,27.5
2004-05-30 12:00:00,52.0,59.0,0.3,4.2,28.7
2004-05-30 13:00:00,34.0,41.0,0.1,2.6,29.1
2004-05-30 14:00:00,41.0,46.0,0.1,2.8,29.8
2004-05-30 15:00:00,41.0,46.0,0.2,4.2,32.0
2004-05-30 16:00:00,65.0,77.0,0.6,6.2,30.3
2004-05-30 17:00:00,65.0,83.0,0.5,5.2,31.7
2004-05-30 18:00:00,84.0,90.0,0.9,7.7,29.2
2004-05-30 19:00:00,89.0,95.0,1.1,8.8,27.4
2004-05-30 20:00:00,114.0,113.0,1.3,10.1,25.0
2004-05-30 21:00:00,127.0,128.0,1.5,9.8,23.6
2004-05-30 22:00:00,117.0,117.0,1.2,8.4,22.3
2004-05-30 23:00:00,46.0,64.0,0.4,5.4,21.4
2004-05-31 00:00:00,16.0,28.0,0.2,4.3,20.6
2004-05-31 01:00:00,27.0,46.0,0.3,4.8,19.7
2004-05-31 06:00:00,82.0,60.0,0.5,6.5,16.6
2004-05-31 07:00:00,167.0,83.0,1.6,14.2,17.4
2004-05-31 08:00:00,248.0,129.0,3.6,22.7,19.3
2004-05-31 09:00:00,213.0,137.0,2.2,16.3,20.9
2004-05-31 10:00:00,161.0,121.0,1.6,14.1,25.6
2004-05-31 11:00:00,144.0,123.0,1.4,12.6,28.9
2004-05-31 12:00:00,127.0,120.0,1.4,13.1,30.3
2004-05-31 13:00:00,116.0,119.0,1.5,14.2,30.9
2004-05-31 14:00:00,124.0,121.0,1.3,13.8,30.5
2004-05-31 15:00:00,115.0,111.0,1.2,12.1,30.7
2004-05-31 16:00:00,150.0,128.0,1.8,15.7,28.1
2004-05-31 17:00:00,221.0,159.0,3.0,21.4,26.9
2004-05-31 18:00:00,227.0,161.0,3.5,25.0,26.0
2004-05-31 19:00:00,156.0,116.0,2.4,16.6,24.5
2004-05-31 20:00:00,97.0,96.0,1.1,10.7,21.7
2004-05-31 21:00:00,78.0,69.0,0.8,7.5,19.3
2004-05-31 22:00:00,60.0,58.0,0.4,5.3,17.6
2004-05-31 23:00:00,61.0,59.0,0.6,6.5,17.8
2004-06-01 00:00:00,46.0,45.0,0.3,4.7,18.6
2004-06-01 05:00:00,39.0,41.0,0.1,2.4,16.8
2004-06-01 06:00:00,107.0,65.0,0.3,6.1,17.3
2004-06-01 07:00:00,190.0,94.0,1.4,12.5,16.9
2004-06-01 08:00:00,236.0,100.0,2.7,19.5,17.1
2004-06-01 09:00:00,227.0,103.0,2.3,15.2,18.5
2004-06-01 10:00:00,211.0,89.0,1.8,12.0,19.6
2004-06-01 11:00:00,201.0,86.0,1.6,12.4,20.4
2004-06-01 12:00:00,191.0,89.0,1.9,15.9,21.6
2004-06-01 13:00:00,192.0,88.0,2.5,15.7,24.0
2004-06-01 14:00:00,143.0,73.0,1.6,13.5,25.7
2004-06-01 15:00:00,148.0,78.0,1.5,12.4,24.6
2004-06-01 16:00:00,183.0,95.0,2.5,17.1,24.8
2004-06-01 17:00:00,216.0,109.0,3.6,22.0,23.7
2004-06-01 18:00:00,184.0,95.0,3.5,19.9,23.0
2004-06-01 19:00:00,248.0,101.0,4.8,27.9,21.5
2004-06-01 20:00:00,221.0,88.0,3.7,19.7,21.0
2004-06-01 21:00:00,159.0,77.0,2.1,15.7,20.6
2004-06-01 22:00:00,136.0,75.0,1.6,12.0,20.5
2004-06-01 23:00:00,168.0,81.0,2.2,13.1,20.2
2004-06-02 00:00:00,95.0,57.0,0.8,9.2,19.5
2004-06-05 04:00:00,37.0,63.0,0.7,4.5,19.6
2004-06-05 05:00:00,57.0,71.0,0.7,4.9,19.3
2004-06-05 06:00:00,131.0,91.0,1.2,7.9,19.7
2004-06-05 07:00:00,171.0,95.0,1.5,7.4,19.8
2004-06-05 08:00:00,187.0,96.0,1.5,8.0,20.9
2004-06-05 09:00:00,133.0,81.0,1.6,7.6,22.4
2004-06-05 10:00:00,87.0,68.0,1.1,5.3,24.1
2004-06-05 11:00:00,61.0,57.0,1.1,5.3,25.9
2004-06-05 12:00:00,86.0,68.0,1.4,8.0,30.7
2004-06-05 13:00:00,83.0,72.0,1.4,8.4,30.3
2004-06-05 14:00:00,61.0,62.0,1.0,6.0,30.1
2004-06-05 15:00:00,80.0,75.0,1.3,7.3,27.6
2004-06-05 16:00:00,110.0,92.0,1.9,10.2,26.6
2004-06-05 17:00:00,108.0,89.0,1.7,9.0,30.4
2004-06-05 18:00:00,134.0,105.0,2.3,14.0,27.8
2004-06-05 19:00:00,133.0,111.0,2.4,16.1,26.6
2004-06-05 20:00:00,118.0,102.0,1.8,8.2,23.4
2004-06-05 21:00:00,17.0,30.0,0.6,3.8,23.0
2004-06-05 22:00:00,26.0,43.0,0.8,5.6,22.1
2004-06-05 23:00:00,55.0,67.0,1.7,8.0,21.6
2004-06-06 00:00:00,39.0,58.0,1.1,5.6,21.9
2004-06-06 01:00:00,15.0,24.0,0.6,3.8,21.3
2004-06-06 02:00:00,47.0,58.0,1.1,6.6,17.5
2004-06-06 04:00:00,49.0,62.0,1.0,5.2,17.1
2004-06-06 05:00:00,21.0,34.0,0.5,2.4,16.6
2004-06-06 06:00:00,33.0,46.0,0.7,3.1,16.8
2004-06-06 07:00:00,63.0,62.0,1.0,5.2,18.3
2004-06-06 08:00:00,73.0,70.0,1.2,5.9,20.4
2004-06-06 09:00:00,51.0,54.0,0.7,2.8,21.6
2004-06-06 10:00:00,61.0,61.0,0.9,3.4,23.1
2004-06-06 11:00:00,52.0,53.0,0.8,3.0,25.4
2004-06-06 12:00:00,49.0,49.0,0.8,3.4,26.6
2004-06-06 13:00:00,40.0,48.0,0.5,2.3,25.9
2004-06-06 14:00:00,36.0,45.0,0.5,2.7,27.0
2004-06-06 15:00:00,51.0,60.0,0.7,3.6,23.6
2004-06-06 16:00:00,56.0,59.0,0.9,4.2,25.9
2004-06-06 17:00:00,71.0,67.0,1.0,4.9,26.3
2004-06-06 18:00:00,79.0,72.0,1.2,5.9,23.9
2004-06-06 19:00:00,117.0,88.0,1.3,6.6,23.7
2004-06-06 20:00:00,127.0,94.0,1.6,7.6,22.5
2004-06-06 21:00:00,118.0,89.0,1.4,7.0,21.8
2004-06-06 22:00:00,130.0,96.0,1.7,7.5,20.9
2004-06-06 23:00:00,131.0,98.0,1.7,8.4,20.0
2004-06-07 00:00:00,102.0,95.0,1.4,7.0,19.3
2004-06-07 01:00:00,48.0,64.0,0.8,3.9,18.7
2004-06-07 02:00:00,22.0,38.0,0.4,2.6,17.8
2004-06-07 05:00:00,44.0,40.0,0.5,2.4,18.2
2004-06-07 06:00:00,167.0,76.0,1.5,9.6,17.3
2004-06-07 07:00:00,220.0,90.0,2.6,15.4,19.9
2004-06-07 08:00:00,285.0,118.0,4.3,25.0,21.7
2004-06-07 09:00:00,272.0,118.0,3.1,15.1,23.5
2004-06-07 10:00:00,238.0,122.0,2.9,17.4,28.4
2004-06-07 11:00:00,207.0,120.0,2.5,14.1,31.6
2004-06-07 12:00:00,152.0,132.0,1.9,11.8,31.3
2004-06-07 13:00:00,185.0,115.0,2.5,14.9,34.4
2004-06-07 14:00:00,184.0,127.0,2.5,16.0,33.7
2004-06-07 15:00:00,205.0,126.0,2.8,16.5,35.9
2004-06-07 16:00:00,172.0,113.0,2.3,15.2,34.3
2004-06-07 17:00:00,227.0,124.0,3.3,18.9,33.5
2004-06-07 18:00:00,187.0,108.0,2.8,19.0,30.5
2004-06-07 19:00:00,290.0,142.0,4.8,28.9,30.3
2004-06-07 20:00:00,155.0,125.0,2.5,13.4,27.0
2004-06-07 21:00:00,108.0,116.0,2.0,10.9,24.6
2004-06-07 22:00:00,94.0,101.0,1.8,8.9,23.3
2004-06-07 23:00:00,103.0,101.0,1.7,8.5,22.4
2004-06-08 00:00:00,78.0,92.0,1.3,6.7,21.7
2004-06-08 01:00:00,38.0,55.0,0.7,4.2,21.0
2004-06-08 02:00:00,26.0,42.0,0.5,2.5,20.5
2004-06-08 04:00:00,19.0,30.0,0.3,1.4,21.0
2004-06-08 05:00:00,35.0,40.0,0.5,2.8,19.6
2004-06-08 06:00:00,126.0,69.0,1.4,8.8,18.2
2004-06-08 07:00:00,309.0,100.0,3.3,19.4,19.5
2004-06-08 08:00:00,376.0,125.0,5.8,36.1,21.6
2004-06-08 09:00:00,441.0,174.0,5.0,27.1,23.9
2004-06-08 10:00:00,309.0,171.0,3.5,19.0,28.1
2004-06-08 11:00:00,220.0,149.0,2.9,16.9,31.4
2004-06-08 12:00:00,168.0,124.0,2.5,15.7,33.7
2004-06-08 13:00:00,149.0,119.0,2.3,14.1,35.9
2004-06-08 14:00:00,160.0,130.0,2.4,16.5,37.5
2004-06-08 15:00:00,177.0,143.0,2.6,14.8,37.7
2004-06-08 17:00:00,176.0,183.0,3.5,21.4,36.6
2004-06-08 18:00:00,202.0,161.0,3.9,23.6,32.5
2004-06-08 19:00:00,255.0,170.0,4.5,25.0,30.8
2004-06-08 20:00:00,210.0,143.0,3.8,21.6,28.8
2004-06-08 21:00:00,157.0,123.0,2.8,15.7,26.7
2004-06-08 22:00:00,96.0,89.0,1.7,10.9,25.3
2004-06-08 23:00:00,59.0,67.0,1.2,8.1,24.9
2004-06-09 00:00:00,81.0,81.0,1.6,10.2,23.7
2004-06-09 01:00:00,40.0,54.0,1.0,7.5,22.5
2004-06-09 02:00:00,42.0,57.0,0.9,5.8,22.3
2004-06-09 04:00:00,31.0,51.0,0.5,3.3,20.8
2004-06-09 05:00:00,54.0,58.0,0.5,4.0,20.3
2004-06-09 06:00:00,88.0,69.0,1.0,8.1,20.5
2004-06-09 07:00:00,261.0,107.0,3.5,22.3,21.7
2004-06-09 08:00:00,357.0,151.0,6.4,36.9,23.4
2004-06-09 09:00:00,265.0,146.0,2.9,17.5,25.1
2004-06-09 10:00:00,247.0,165.0,3.4,19.3,30.1
2004-06-09 11:00:00,189.0,159.0,2.8,17.6,34.7
2004-06-09 12:00:00,168.0,174.0,2.8,18.6,37.2
2004-06-09 13:00:00,183.0,167.0,2.8,18.0,39.5
2004-06-09 14:00:00,157.0,137.0,2.3,14.0,40.6
2004-06-09 15:00:00,113.0,116.0,1.8,10.9,40.3
2004-06-09 16:00:00,140.0,125.0,2.0,11.1,40.3
2004-06-09 17:00:00,230.0,194.0,3.5,21.6,39.6
2004-06-09 18:00:00,277.0,222.0,4.9,27.6,37.3
2004-06-09 19:00:00,295.0,206.0,4.6,25.6,33.7
2004-06-09 20:00:00,212.0,162.0,3.4,18.6,30.7
2004-06-09 21:00:00,151.0,132.0,2.7,15.2,28.4
2004-06-09 22:00:00,110.0,107.0,1.9,11.7,26.5
2004-06-09 23:00:00,83.0,84.0,1.5,8.7,25.4
2004-06-10 00:00:00,48.0,61.0,1.0,7.6,24.1
2004-06-10 01:00:00,27.0,42.0,0.7,5.2,23.9
2004-06-10 02:00:00,48.0,66.0,1.0,5.9,22.0
2004-06-10 05:00:00,75.0,76.0,0.9,5.4,19.5
2004-06-10 06:00:00,101.0,78.0,1.2,8.7,20.0
2004-06-10 07:00:00,214.0,104.0,2.9,19.9,21.7
2004-06-10 08:00:00,290.0,139.0,4.8,30.4,23.7
2004-06-10 09:00:00,311.0,166.0,4.3,24.6,25.9
2004-06-10 10:00:00,234.0,151.0,3.1,16.9,30.1
2004-06-10 11:00:00,157.0,134.0,2.4,13.6,33.5
2004-06-10 12:00:00,165.0,148.0,2.8,15.3,35.4
2004-06-10 13:00:00,137.0,126.0,2.5,14.1,37.9
2004-06-10 14:00:00,149.0,144.0,2.6,17.0,39.7
2004-06-10 15:00:00,140.0,133.0,2.3,13.8,40.4
2004-06-10 16:00:00,139.0,139.0,2.4,13.6,40.0
2004-06-10 17:00:00,221.0,178.0,3.5,21.2,38.9
2004-06-10 18:00:00,318.0,206.0,4.8,25.9,35.8
2004-06-10 19:00:00,363.0,211.0,5.1,25.4,33.1
2004-06-10 20:00:00,341.0,180.0,4.7,23.6,30.9
2004-06-10 21:00:00,163.0,116.0,2.4,12.0,27.5
2004-06-10 22:00:00,157.0,118.0,2.5,14.2,26.3
2004-06-10 23:00:00,202.0,115.0,2.7,14.2,25.5
2004-06-11 00:00:00,102.0,96.0,1.5,10.4,24.7
2004-06-11 01:00:00,70.0,86.0,1.1,7.5,24.2
2004-06-11 02:00:00,41.0,65.0,0.6,3.5,24.8
2004-06-11 04:00:00,36.0,53.0,0.4,2.6,22.0
2004-06-11 05:00:00,68.0,74.0,0.6,4.0,19.3
2004-06-11 06:00:00,92.0,69.0,1.0,7.0,19.8
2004-06-11 07:00:00,332.0,131.0,4.6,24.8,20.5
2004-06-11 08:00:00,333.0,134.0,4.8,28.9,22.8
2004-06-11 09:00:00,298.0,148.0,4.0,21.5,25.6
2004-06-11 12:00:00,120.0,111.0,2.0,13.1,35.9
2004-06-11 13:00:00,108.0,110.0,2.0,13.3,37.2
2004-06-11 14:00:00,109.0,110.0,1.9,12.5,37.3
2004-06-11 15:00:00,124.0,116.0,1.9,13.0,37.4
2004-06-11 16:00:00,127.0,120.0,1.9,12.3,36.4
2004-06-11 17:00:00,185.0,142.0,2.6,15.2,35.4
2004-06-11 18:00:00,230.0,146.0,3.2,19.1,34.2
2004-06-11 19:00:00,265.0,153.0,3.4,19.7,31.1
2004-06-11 20:00:00,261.0,158.0,3.4,18.6,29.1
2004-06-11 21:00:00,219.0,140.0,2.9,16.1,27.2
2004-06-11 22:00:00,180.0,127.0,2.7,15.0,25.3
2004-06-11 23:00:00,108.0,97.0,1.3,7.3,24.9
2004-06-12 00:00:00,98.0,91.0,1.3,8.9,23.5
2004-06-12 01:00:00,57.0,68.0,0.9,6.6,23.5
2004-06-12 02:00:00,36.0,52.0,0.6,4.3,24.1
2004-06-12 04:00:00,45.0,58.0,0.5,4.1,20.8
2004-06-12 05:00:00,87.0,78.0,0.9,6.0,18.8
2004-06-12 06:00:00,62.0,61.0,0.7,5.6,19.8
2004-06-12 07:00:00,65.0,64.0,0.6,4.8,21.3
2004-06-12 08:00:00,125.0,81.0,1.3,8.9,21.3
2004-06-12 09:00:00,157.0,92.0,1.9,13.1,24.0
2004-06-12 10:00:00,171.0,101.0,2.1,14.1,27.2
2004-06-12 11:00:00,119.0,96.0,1.8,11.2,32.3
2004-06-12 12:00:00,110.0,101.0,1.8,10.0,31.9
2004-06-12 13:00:00,95.0,91.0,1.6,9.6,35.1
2004-06-12 14:00:00,58.0,68.0,1.2,7.2,36.0
2004-06-12 15:00:00,69.0,76.0,1.2,8.6,37.0
2004-06-12 16:00:00,76.0,84.0,1.4,9.0,36.4
2004-06-12 17:00:00,63.0,76.0,1.3,7.9,35.2
2004-06-12 18:00:00,51.0,61.0,1.1,6.2,32.5
2004-06-12 19:00:00,46.0,52.0,1.1,6.3,29.1
2004-06-12 20:00:00,52.0,59.0,1.1,6.3,26.9
2004-06-12 21:00:00,84.0,89.0,1.8,11.2,26.1
2004-06-12 22:00:00,130.0,113.0,2.3,12.8,25.5
2004-06-12 23:00:00,147.0,112.0,2.6,13.2,24.9
2004-06-13 00:00:00,126.0,89.0,2.0,9.2,25.2
2004-06-13 01:00:00,47.0,53.0,1.0,5.8,25.4
2004-06-13 02:00:00,24.0,36.0,0.6,3.4,26.2
2004-06-13 04:00:00,25.0,39.0,0.5,3.1,24.4
2004-06-13 05:00:00,21.0,33.0,0.4,2.2,23.3
2004-06-13 06:00:00,25.0,37.0,0.4,1.5,21.6
2004-06-13 07:00:00,25.0,36.0,0.4,1.3,21.4
2004-06-13 08:00:00,30.0,42.0,0.4,1.2,20.5
2004-06-13 09:00:00,42.0,52.0,0.5,1.7,20.8
2004-06-13 10:00:00,52.0,60.0,0.6,2.5,22.3
2004-06-13 11:00:00,62.0,74.0,0.7,2.5,21.7
2004-06-13 12:00:00,67.0,65.0,0.7,2.7,24.4
2004-06-13 13:00:00,47.0,52.0,0.6,1.9,23.4
2004-06-13 14:00:00,35.0,40.0,0.5,1.8,23.5
2004-06-13 15:00:00,45.0,49.0,0.6,2.4,22.4
2004-06-13 16:00:00,53.0,56.0,0.8,2.6,22.0
2004-06-13 17:00:00,57.0,59.0,0.8,3.0,21.7
2004-06-13 18:00:00,71.0,68.0,1.0,2.9,20.7
2004-06-13 19:00:00,67.0,72.0,1.0,3.5,20.3
2004-06-13 20:00:00,75.0,78.0,1.0,3.6,20.3
2004-06-13 21:00:00,65.0,71.0,0.9,3.6,20.1
2004-06-13 22:00:00,45.0,54.0,0.7,2.3,19.8
2004-06-13 23:00:00,46.0,57.0,0.8,2.6,19.6
2004-06-14 00:00:00,33.0,45.0,0.7,2.0,19.4
2004-06-14 01:00:00,19.0,30.0,0.5,1.2,19.7
2004-06-14 02:00:00,9.0,16.0,0.3,0.7,19.5
2004-06-14 05:00:00,21.0,28.0,0.3,0.8,19.1
2004-06-14 06:00:00,66.0,62.0,0.7,3.5,20.3
2004-06-14 07:00:00,137.0,92.0,1.5,7.0,21.1
2004-06-14 08:00:00,151.0,96.0,1.8,8.7,21.5
2004-06-14 09:00:00,115.0,87.0,1.4,6.3,22.4
2004-06-14 10:00:00,118.0,84.0,1.5,7.0,24.8
2004-06-14 11:00:00,95.0,73.0,1.2,5.5,23.9
2004-06-14 12:00:00,86.0,72.0,1.2,5.3,25.5
2004-06-14 13:00:00,85.0,68.0,1.3,5.5,25.4
2004-06-14 14:00:00,66.0,62.0,1.0,3.8,25.6
2004-06-14 15:00:00,74.0,70.0,1.4,5.4,24.5
2004-06-14 16:00:00,108.0,83.0,1.6,6.7,23.9
2004-06-14 17:00:00,150.0,92.0,2.7,12.2,24.2
2004-06-14 18:00:00,157.0,103.0,2.3,10.2,23.5
2004-06-14 19:00:00,93.0,82.0,1.5,6.7,22.3
2004-06-14 20:00:00,76.0,74.0,1.4,5.7,21.7
2004-06-14 21:00:00,57.0,67.0,1.0,4.1,22.0
2004-06-14 22:00:00,64.0,74.0,1.1,4.7,22.2
2004-06-14 23:00:00,59.0,72.0,1.2,5.2,21.8
2004-06-15 00:00:00,68.0,79.0,1.2,5.1,21.6
2004-06-15 01:00:00,31.0,43.0,0.7,2.8,21.6
2004-06-15 02:00:00,21.0,33.0,0.5,1.4,20.7
2004-06-15 04:00:00,24.0,38.0,0.4,2.0,20.8
2004-06-15 05:00:00,38.0,51.0,0.5,3.0,20.8
2004-06-15 06:00:00,92.0,69.0,1.0,7.5,19.9
2004-06-15 07:00:00,311.0,116.0,4.4,24.7,20.9
2004-06-15 08:00:00,260.0,119.0,4.0,24.8,23.7
2004-06-15 09:00:00,181.0,96.0,2.4,10.9,25.3
2004-06-15 10:00:00,177.0,109.0,2.1,11.9,28.8
2004-06-15 11:00:00,180.0,115.0,2.7,16.0,30.3
2004-06-15 12:00:00,174.0,118.0,2.8,15.7,32.8
2004-06-15 13:00:00,140.0,118.0,2.3,13.1,33.9
2004-06-15 14:00:00,122.0,112.0,2.0,12.2,35.3
2004-06-15 15:00:00,189.0,140.0,2.6,15.8,34.0
2004-06-15 16:00:00,169.0,137.0,2.7,16.6,35.3
2004-06-15 17:00:00,172.0,143.0,3.1,18.4,32.6
2004-06-15 18:00:00,154.0,148.0,3.1,16.7,30.8
2004-06-15 19:00:00,192.0,158.0,3.6,20.8,28.7
2004-06-15 20:00:00,160.0,127.0,2.9,15.3,26.8
2004-06-15 21:00:00,110.0,109.0,2.2,11.5,25.3
2004-06-15 22:00:00,97.0,101.0,2.0,10.1,23.9
2004-06-15 23:00:00,124.0,114.0,2.1,10.4,23.0
2004-06-16 00:00:00,108.0,104.0,1.9,9.4,22.2
2004-06-16 01:00:00,61.0,81.0,1.4,6.9,20.9
2004-06-16 02:00:00,34.0,51.0,0.8,4.0,21.3
2004-06-16 04:00:00,24.0,40.0,0.6,2.6,20.3
2004-06-16 05:00:00,27.0,34.0,0.5,2.4,21.3
2004-06-16 06:00:00,70.0,61.0,1.0,6.8,20.6
2004-06-16 07:00:00,176.0,95.0,2.7,18.9,21.3
2004-06-16 08:00:00,310.0,142.0,5.0,30.2,22.9
2004-06-16 09:00:00,221.0,128.0,3.3,14.9,24.1
2004-06-16 10:00:00,168.0,115.0,2.4,12.2,27.1
2004-06-16 11:00:00,109.0,84.0,1.7,8.3,28.4
2004-06-16 12:00:00,102.0,85.0,1.7,9.0,30.1
2004-06-16 13:00:00,129.0,110.0,2.4,13.7,32.7
2004-06-16 14:00:00,117.0,107.0,2.2,14.1,32.4
2004-06-16 15:00:00,112.0,107.0,2.2,12.0,33.6
2004-06-16 16:00:00,122.0,113.0,2.3,12.2,33.0
2004-06-16 17:00:00,114.0,107.0,2.6,13.1,33.2
2004-06-16 18:00:00,111.0,106.0,2.3,12.6,31.3
2004-06-16 19:00:00,158.0,125.0,3.3,18.3,28.3
2004-06-16 20:00:00,202.0,139.0,3.5,17.2,26.5
2004-06-16 21:00:00,166.0,117.0,2.5,12.9,24.4
2004-06-16 22:00:00,143.0,107.0,2.5,13.7,23.3
2004-06-16 23:00:00,122.0,98.0,2.4,13.4,22.5
2004-06-17 00:00:00,113.0,97.0,2.5,13.5,21.8
2004-06-17 01:00:00,109.0,95.0,2.1,9.9,20.9
2004-06-17 02:00:00,53.0,68.0,1.0,4.4,20.8
2004-06-17 05:00:00,35.0,44.0,0.5,3.4,20.2
2004-06-17 06:00:00,123.0,77.0,1.3,9.3,18.3
2004-06-17 07:00:00,254.0,100.0,3.6,23.4,20.2
2004-06-17 08:00:00,300.0,125.0,4.8,27.7,21.9
2004-06-17 09:00:00,281.0,154.0,3.7,22.1,25.2
2004-06-17 10:00:00,169.0,125.0,1.9,10.0,28.0
2004-06-17 11:00:00,152.0,117.0,1.7,8.9,27.1
2004-06-17 12:00:00,127.0,105.0,1.9,9.8,27.4
2004-06-17 13:00:00,118.0,103.0,1.8,9.4,29.4
2004-06-17 14:00:00,120.0,106.0,1.7,9.8,31.3
2004-06-17 15:00:00,125.0,107.0,1.8,9.5,31.5
2004-06-17 16:00:00,117.0,102.0,1.7,9.5,30.9
2004-06-17 17:00:00,166.0,124.0,2.8,15.4,31.4
2004-06-17 18:00:00,180.0,133.0,3.6,19.4,30.7
2004-06-17 19:00:00,172.0,125.0,3.3,16.5,29.0
2004-06-17 20:00:00,160.0,124.0,2.9,14.3,27.3
2004-06-17 21:00:00,103.0,97.0,1.7,8.2,25.8
2004-06-17 22:00:00,87.0,94.0,1.7,8.7,25.2
2004-06-17 23:00:00,147.0,120.0,2.8,15.2,24.6
2004-06-18 00:00:00,120.0,105.0,1.8,10.6,24.0
2004-06-18 01:00:00,63.0,81.0,1.0,6.0,23.5
2004-06-18 02:00:00,30.0,43.0,0.5,3.1,24.0
2004-06-18 04:00:00,19.0,32.0,0.3,1.8,22.8
2004-06-18 05:00:00,27.0,36.0,0.4,2.6,21.9
2004-06-18 06:00:00,65.0,59.0,0.8,6.5,20.4
2004-06-18 07:00:00,169.0,92.0,2.2,14.5,20.8
2004-06-18 08:00:00,244.0,121.0,4.4,28.8,22.8
2004-06-18 09:00:00,274.0,151.0,3.7,21.3,25.2
2004-06-18 10:00:00,202.0,142.0,2.5,14.9,29.3
2004-06-18 11:00:00,186.0,141.0,2.5,15.6,33.3
2004-06-18 12:00:00,153.0,129.0,2.3,14.3,34.9
2004-06-18 13:00:00,112.0,106.0,2.0,12.6,36.1
2004-06-18 14:00:00,117.0,125.0,2.0,13.4,37.6
2004-06-18 15:00:00,109.0,126.0,2.1,12.6,37.3
2004-06-18 16:00:00,133.0,147.0,2.4,14.8,37.2
2004-06-18 17:00:00,185.0,180.0,3.1,18.6,35.6
2004-06-18 18:00:00,167.0,164.0,2.9,16.7,33.1
2004-06-18 19:00:00,218.0,180.0,3.5,20.8,30.5
2004-06-18 20:00:00,171.0,153.0,2.9,16.0,28.7
2004-06-18 21:00:00,78.0,105.0,1.5,7.6,26.6
2004-06-18 22:00:00,84.0,98.0,1.7,10.2,25.2
2004-06-18 23:00:00,110.0,107.0,2.2,13.8,24.7
2004-06-19 00:00:00,87.0,87.0,1.6,10.4,24.4
2004-06-19 01:00:00,58.0,80.0,1.0,6.5,23.3
2004-06-19 02:00:00,39.0,62.0,0.6,4.3,23.8
2004-06-19 04:00:00,38.0,54.0,0.6,3.9,21.2
2004-06-19 05:00:00,41.0,56.0,0.5,3.0,21.7
