,Unnamed: 0,CO,NO2,O3,AQI,AQI_Dominant,AQI_Category,label,viterbi
2026,2660,2.1,130.0,0.0924,167.50526315789475,O3,4,0,0
2027,2661,2.5,141.0,0.1041,197.67894736842106,O3,4,0,0
2028,2662,2.7,172.0,0.1282,224.3808510638298,O3,5,0,0
2029,2663,3.7,198.0,0.1362,232.80638297872338,O3,5,0,0
2030,2664,3.7,181.0,0.1441,241.12659574468086,O3,5,0,0
2031,2665,4.6,202.0,0.1559,253.55425531914895,O3,5,0,0
2032,2666,2.6,120.0,0.1198,215.53404255319148,O3,5,0,0
2033,2667,2.5,115.0,0.1246,220.58936170212766,O3,5,0,0
2034,2668,2.3,112.0,0.1192,214.90212765957446,O3,5,0,0
2035,2669,2.2,97.0,0.1194,215.1127659574468,O3,5,0,0
2036,2670,2.5,100.0,0.1252,221.22127659574468,O3,5,0,0
2037,2671,0.9,47.0,0.0777,124.45000000000002,O3,3,0,0
2038,2672,0.8,44.0,0.0798,131.79999999999998,O3,3,0,0
2039,2674,0.5,42.0,0.0728,107.30000000000003,O3,3,0,0
2040,2675,0.7,57.0,0.0953,174.9842105263158,O3,4,0,0
2041,2676,0.9,61.0,0.106,201.0,O3,5,0,0
2042,2677,2.2,106.0,0.1338,230.27872340425532,O3,5,0,0
2043,2678,2.8,136.0,0.1622,260.18936170212766,O3,5,0,0
2044,2679,2.9,157.0,0.1812,280.2,O3,5,0,0
2045,2680,2.9,171.0,0.1784,277.2510638297872,O3,5,0,0
2046,2681,3.0,190.0,0.1509,248.28829787234042,O3,5,0,0
2047,2682,2.5,155.0,0.1139,209.32021276595745,O3,5,0,0
2048,2683,2.3,139.0,0.1044,198.45263157894738,O3,4,0,0
2049,2684,2.1,152.0,0.1015,190.97368421052636,O3,4,0,0
2050,2685,1.9,143.0,0.0825,141.25,O3,3,0,0
2051,2686,2.3,168.0,0.1022,192.77894736842106,O3,4,0,0
2052,2687,4.2,226.0,0.1913,290.8372340425532,O3,5,0,0
2053,2688,4.9,207.0,0.2043,304.5287234042553,O3,6,0,0
2054,2689,4.9,197.0,0.1661,264.2968085106383,O3,5,0,0
2055,2690,3.5,158.0,0.1404,237.22978723404253,O3,5,0,0
2056,2691,2.5,124.0,0.1233,219.22021276595746,O3,5,0,0
2057,2692,2.5,110.0,0.1181,213.7436170212766,O3,5,0,0
2058,2693,2.6,112.0,0.1272,223.3276595744681,O3,5,0,0
2059,2694,2.3,102.0,0.119,214.6914893617021,O3,5,0,0
2060,2695,1.5,77.0,0.0982,182.46315789473684,O3,4,0,0
2061,2696,0.9,50.0,0.0805,134.25,O3,3,0,0
2062,2698,0.6,40.0,0.0727,106.95000000000002,O3,3,0,0
2063,2699,0.8,66.0,0.1001,187.36315789473684,O3,4,0,0
2064,2700,0.9,60.0,0.0994,185.55789473684212,O3,4,0,0
2065,2701,2.4,85.0,0.1322,228.5936170212766,O3,5,0,0
2066,2702,3.9,120.0,0.1617,259.6627659574468,O3,5,0,0
2067,2703,2.9,134.0,0.143,239.96808510638297,O3,5,0,0
2068,2704,2.7,149.0,0.1357,232.27978723404254,O3,5,0,0
2069,2705,2.0,125.0,0.0994,185.55789473684212,O3,4,0,0
2070,2706,2.4,132.0,0.1054,106.86486486486487,NO2,3,0,0
2071,2707,2.0,114.0,0.0945,172.92105263157896,O3,4,0,0
2072,2708,1.8,110.0,0.0808,135.29999999999998,O3,3,0,0
2073,2709,1.9,121.0,0.0888,158.22105263157897,O3,4,0,0
2074,2710,1.8,127.0,0.0787,127.95000000000002,O3,3,0,0
2075,2711,2.9,157.0,0.1077,202.7904255319149,O3,5,0,0
2076,2712,3.3,169.0,0.1106,205.84468085106383,O3,5,0,0
2077,2713,4.4,179.0,0.1356,232.17446808510638,O3,5,0,0
2078,2714,3.4,149.0,0.1152,210.68936170212766,O3,5,0,0
2079,2715,1.9,111.0,0.0925,167.76315789473685,O3,4,0,0
2080,2716,2.1,112.0,0.1059,103.08108108108108,NO2,3,0,0
2081,2717,2.5,120.0,0.1201,215.85,O3,5,0,0
2082,2718,2.3,105.0,0.1205,216.27127659574467,O3,5,0,0
2083,2719,1.7,90.0,0.1103,205.52872340425532,O3,5,0,0
2084,2720,1.5,87.0,0.1072,202.26382978723404,O3,5,0,0
2085,2723,0.5,61.0,0.074,111.5,O3,3,0,0
2086,2724,0.8,63.0,0.077,122.0,O3,3,0,0
2087,2725,2.6,102.0,0.1327,229.12021276595746,O3,5,0,0
2088,2726,4.9,149.0,0.1763,275.0393617021277,O3,5,0,0
2089,2727,2.9,147.0,0.1477,244.918085106383,O3,5,0,0
2090,2728,2.8,158.0,0.1311,227.43510638297872,O3,5,0,0
2091,2729,1.8,112.0,0.098,181.94736842105266,O3,4,0,0
2092,2730,1.8,108.0,0.0961,177.04736842105265,O3,4,0,0
2093,2731,1.9,120.0,0.0923,167.2473684210526,O3,4,0,0
2094,2732,1.7,117.0,0.0839,146.14999999999998,O3,3,0,0
2095,2733,1.7,119.0,0.0827,141.94999999999996,O3,3,0,0
2096,2734,1.9,149.0,0.0821,139.85000000000002,O3,3,0,0
2097,2735,2.1,174.0,0.0749,114.8108108108108,NO2,3,0,0
2098,2736,2.4,163.0,0.0871,153.83684210526317,O3,4,0,0
2099,2737,3.0,161.0,0.1077,202.7904255319149,O3,5,0,0
2100,2738,2.8,154.0,0.1175,213.11170212765956,O3,5,0,0
2101,2739,1.9,124.0,0.1125,207.84574468085106,O3,5,0,0
2102,2740,2.1,122.0,0.1124,207.7404255319149,O3,5,0,0
2103,2741,1.8,119.0,0.1064,201.42127659574467,O3,5,0,0
2104,2742,2.5,131.0,0.124,219.95744680851064,O3,5,0,0
2105,2743,1.1,84.0,0.0899,161.05789473684212,O3,4,0,0
2106,2744,0.7,77.0,0.0807,134.94999999999996,O3,3,0,0
2107,2746,0.4,41.0,0.0573,58.51333333333332,O3,2,1,0
2108,2747,0.7,68.0,0.0768,121.29999999999998,O3,3,0,0
2109,2748,0.7,69.0,0.0807,134.94999999999996,O3,3,0,0
2110,2749,1.8,101.0,0.1204,216.1659574468085,O3,5,0,0
2111,2750,2.3,120.0,0.1401,236.91382978723405,O3,5,0,0
2112,2751,1.9,124.0,0.1256,221.64255319148936,O3,5,0,0
2113,2752,1.7,113.0,0.0999,186.84736842105264,O3,4,0,0
2114,2753,1.3,97.0,0.0712,101.70000000000002,O3,3,0,0
2115,2754,1.5,94.0,0.0712,101.70000000000002,O3,3,0,0
2116,2755,1.3,86.0,0.0614,85.08695652173913,NO2,2,1,0
2117,2756,0.8,70.0,0.0554,68.04347826086956,NO2,2,1,0
2118,2757,0.8,70.0,0.0722,105.20000000000002,O3,3,0,0
2119,2758,1.1,82.0,0.0636,80.82608695652175,NO2,2,0,0
2120,2759,1.2,93.0,0.0664,92.54347826086956,NO2,2,1,0
2121,2760,1.2,89.0,0.0624,88.28260869565219,NO2,2,1,0
2122,2761,1.4,90.0,0.0659,89.34782608695653,NO2,2,1,0
2123,2762,1.1,67.0,0.0695,98.36666666666667,O3,2,1,0
2124,2763,1.5,94.0,0.092,166.47368421052633,O3,4,0,0
2125,2764,2.0,109.0,0.115,210.47872340425533,O3,5,0,0
2126,2765,1.9,103.0,0.1141,209.53085106382977,O3,5,0,0
2127,2766,2.2,101.0,0.1227,218.58829787234043,O3,5,0,0
2128,2767,1.1,71.0,0.0887,157.96315789473687,O3,4,0,0
2129,2768,1.1,71.0,0.0987,183.75263157894736,O3,4,0,0
2130,2770,0.6,49.0,0.078,125.5,O3,3,0,0
2131,2771,0.6,43.0,0.0767,120.95000000000002,O3,3,0,0
2132,2772,0.6,44.0,0.078,125.5,O3,3,0,0
2133,2773,0.6,42.0,0.0698,99.34666666666665,O3,2,1,0
2134,2774,1.1,69.0,0.0821,139.85000000000002,O3,3,0,0
2135,2775,1.0,65.0,0.0772,122.70000000000002,O3,3,0,0
2136,2776,1.0,68.0,0.069,96.73333333333332,O3,2,1,1
2137,2777,1.0,58.0,0.0586,62.75999999999999,O3,2,0,1
2138,2778,0.8,52.0,0.0523,49.056603773584904,NO2,1,0,1
2139,2779,0.7,46.0,0.0488,45.18518518518519,O3,1,1,1
2140,2780,0.4,40.0,0.0427,39.53703703703704,O3,1,1,1
2141,2781,0.5,47.0,0.0468,44.339622641509436,NO2,1,1,1
2142,2782,0.6,56.0,0.0489,53.130434782608695,NO2,2,1,1
2143,2783,0.7,64.0,0.0515,61.65217391304348,NO2,2,1,1
2144,2784,0.9,71.0,0.0562,69.1086956521739,NO2,2,0,1
2145,2785,1.6,103.0,0.0776,124.10000000000001,O3,3,0,0
2146,2786,1.6,97.0,0.0833,144.04999999999998,O3,3,0,0
2147,2787,1.7,108.0,0.1023,193.03684210526316,O3,4,0,0
2148,2788,1.3,87.0,0.0967,178.59473684210525,O3,4,0,0
2149,2789,1.9,104.0,0.1089,204.05425531914892,O3,5,0,0
2150,2790,1.5,93.0,0.1103,205.52872340425532,O3,5,0,0
2151,2791,0.6,55.0,0.0734,109.40000000000003,O3,3,0,0
2152,2792,0.4,49.0,0.0671,90.52666666666667,O3,2,0,0
2153,2795,0.4,43.0,0.0641,80.72666666666666,O3,2,1,0
2154,2796,0.7,57.0,0.0825,141.25,O3,3,0,0
2155,2797,2.0,80.0,0.1179,213.53297872340426,O3,5,0,0
2156,2798,3.9,134.0,0.1651,263.2436170212766,O3,5,0,0
2157,2799,3.6,157.0,0.1474,244.60212765957448,O3,5,0,0
2158,2800,3.2,175.0,0.137,233.64893617021278,O3,5,0,0
2159,2801,2.2,147.0,0.1141,209.53085106382977,O3,5,0,0
2160,2802,2.2,140.0,0.1076,202.68510638297872,O3,5,0,0
2161,2803,2.1,137.0,0.1036,196.38947368421054,O3,4,0,0
2162,2804,1.8,123.0,0.0881,156.4157894736842,O3,4,0,0
2163,2805,2.0,138.0,0.096,176.78947368421055,O3,4,0,0
2164,2806,1.8,132.0,0.0883,156.93157894736845,O3,4,0,0
2165,2807,3.0,174.0,0.1221,217.9563829787234,O3,5,0,0
2166,2808,4.3,203.0,0.1518,249.23617021276596,O3,5,0,0
2167,2809,3.5,176.0,0.1264,222.48510638297873,O3,5,0,0
2168,2810,2.5,125.0,0.1061,201.10531914893616,O3,5,0,0
2169,2811,1.8,98.0,0.0947,173.4368421052632,O3,4,0,0
2170,2812,1.9,103.0,0.1059,101.37837837837837,NO2,3,0,0
2171,2813,1.9,104.0,0.103,194.8421052631579,O3,4,0,0
2172,2814,1.9,105.0,0.1065,201.52659574468086,O3,5,0,0
2173,2815,0.9,75.0,0.0893,159.5105263157895,O3,4,0,0
2174,2816,0.7,60.0,0.0837,145.44999999999996,O3,3,0,0
2175,2818,0.4,36.0,0.0596,66.02666666666666,O3,2,0,0
2176,2819,0.7,66.0,0.0884,157.18947368421055,O3,4,0,0
2177,2820,1.6,97.0,0.117,212.58510638297872,O3,5,0,0
2178,2821,3.8,115.0,0.1596,257.45106382978724,O3,5,0,0
2179,2822,5.1,145.0,0.1873,286.6244680851064,O3,5,0,0
2180,2823,3.4,162.0,0.1608,258.7148936170213,O3,5,0,0
2181,2824,2.6,147.0,0.147,244.18085106382978,O3,5,0,0
2182,2825,2.2,132.0,0.1275,223.6436170212766,O3,5,0,0
2183,2826,3.4,179.0,0.1407,237.54574468085104,O3,5,0,0
2184,2827,3.4,174.0,0.1302,226.4872340425532,O3,5,0,0
2185,2828,1.8,132.0,0.0931,169.3105263157895,O3,4,0,0
2186,2829,2.0,151.0,0.0917,165.70000000000002,O3,4,0,0
2187,2830,2.4,168.0,0.0985,183.23684210526318,O3,4,0,0
2188,2831,3.8,192.0,0.1265,222.5904255319149,O3,5,0,0
2189,2832,4.4,194.0,0.2475,350.0265957446809,O3,6,0,0
2190,2833,3.9,155.0,0.2021,302.2117021276596,O3,6,0,0
2191,2834,4.0,159.0,0.1834,282.51702127659576,O3,5,0,0
2192,2835,2.5,125.0,0.1426,239.5468085106383,O3,5,0,0
2193,2836,2.1,108.0,0.1272,223.3276595744681,O3,5,0,0
2194,2837,2.4,110.0,0.149,246.28723404255317,O3,5,0,0
2195,2838,2.1,99.0,0.144,241.02127659574467,O3,5,0,0
2196,2839,1.6,95.0,0.1271,223.2223404255319,O3,5,0,0
2197,2840,0.8,69.0,0.0985,183.23684210526318,O3,4,0,0
2198,2842,0.4,45.0,0.0754,116.39999999999999,O3,3,0,0
2199,2843,0.5,53.0,0.0853,50.0,NO2,1,0,1
2200,2844,1.3,88.0,0.134,230.48936170212767,O3,5,0,0
2201,2845,4.1,136.0,0.1869,286.2031914893617,O3,5,0,0
2202,2846,4.1,141.0,0.2021,302.2117021276596,O3,6,0,0
2203,2847,4.0,189.0,0.1902,289.6787234042553,O3,5,0,0
2204,2848,2.2,166.0,0.1527,250.1840425531915,O3,5,0,0
2205,2849,2.0,154.0,0.126,222.06382978723406,O3,5,0,0
2206,2850,2.0,149.0,0.1124,207.7404255319149,O3,5,0,0
2207,2851,2.2,142.0,0.1309,227.22446808510637,O3,5,0,0
2208,2852,2.2,130.0,0.1283,224.48617021276596,O3,5,0,0
2209,2853,1.8,121.0,0.1068,201.84255319148937,O3,5,0,0
2210,2854,1.8,116.0,0.0937,170.85789473684213,O3,4,0,0
2211,2855,3.3,177.0,0.1416,238.4936170212766,O3,5,0,0
2212,2856,4.3,233.0,0.1611,259.0308510638298,O3,5,0,0
2213,2857,5.3,223.0,0.1919,291.4691489361702,O3,5,0,0
2214,2858,4.3,184.0,0.1745,273.14361702127655,O3,5,0,0
2215,2859,3.6,165.0,0.1837,282.83297872340427,O3,5,0,0
2216,2860,2.4,132.0,0.1759,274.618085106383,O3,5,0,0
2217,2861,2.1,122.0,0.1593,257.13510638297873,O3,5,0,0
2218,2862,1.2,88.0,0.1357,232.27978723404254,O3,5,0,0
2219,2863,0.9,79.0,0.1231,219.0095744680851,O3,5,0,0
2220,2864,0.6,60.0,0.1066,201.63191489361702,O3,5,0,0
2221,2867,0.6,74.0,0.1204,216.1659574468085,O3,5,0,0
2222,2868,0.6,62.0,0.1079,203.00106382978723,O3,5,0,0
2223,2869,2.2,115.0,0.1593,257.13510638297873,O3,5,0,0
2224,2870,3.2,119.0,0.1745,273.14361702127655,O3,5,0,0
2225,2871,3.0,155.0,0.1847,283.88617021276593,O3,5,0,0
2226,2872,2.7,162.0,0.1845,283.6755319148936,O3,5,0,0
2227,2873,3.2,189.0,0.1886,287.9936170212766,O3,5,0,0
2228,2874,1.4,115.0,0.1039,197.16315789473686,O3,4,0,0
2229,2875,1.3,109.0,0.0923,167.2473684210526,O3,4,0,0
2230,2876,1.4,108.0,0.0926,168.02105263157895,O3,4,0,0
2231,2877,2.1,145.0,0.1277,223.85425531914893,O3,5,0,0
2232,2878,2.4,167.0,0.1301,226.38191489361702,O3,5,0,0
2233,2879,3.1,200.0,0.1385,235.22872340425533,O3,5,0,0
2234,2880,3.5,178.0,0.1474,244.60212765957448,O3,5,0,0
2235,2881,5.1,206.0,0.1948,294.5234042553191,O3,5,0,0
2236,2882,4.5,192.0,0.1677,265.981914893617,O3,5,0,0
2237,2883,2.9,137.0,0.1434,240.38936170212764,O3,5,0,0
2238,2884,2.6,128.0,0.1424,239.33617021276595,O3,5,0,0
2239,2885,2.7,121.0,0.1504,247.7617021276596,O3,5,0,0
2240,2886,3.2,136.0,0.1661,264.2968085106383,O3,5,0,0
2241,2887,2.3,109.0,0.1714,269.8787234042553,O3,5,0,0
2242,2888,1.0,74.0,0.105,200.0,O3,4,0,0
2243,2890,0.4,40.0,0.0456,42.22222222222223,O3,1,1,1
2244,2891,0.6,61.0,0.0554,58.45652173913044,NO2,2,0,1
2245,2892,1.0,83.0,0.0744,112.89999999999999,O3,3,0,0
2246,2893,2.9,129.0,0.128,224.17021276595744,O3,5,0,0
2247,2895,1.8,115.0,0.0927,168.2789473684211,O3,4,0,0
2248,2896,1.8,130.0,0.084,146.5,O3,3,0,0
2249,2897,1.7,137.0,0.0786,127.60000000000001,O3,3,0,0
2250,2898,1.5,116.0,0.069,103.83783783783784,NO2,3,0,0
2251,2899,1.7,129.0,0.0742,112.20000000000002,O3,3,0,0
2252,2900,1.3,117.0,0.068,104.02702702702703,NO2,3,0,0
2253,2901,1.5,138.0,0.0705,108.0,NO2,3,0,0
2254,2902,1.5,139.0,0.0677,108.1891891891892,NO2,3,0,0
2255,2903,2.3,180.0,0.0877,155.3842105263158,O3,4,0,0
2256,2904,2.2,162.0,0.0844,147.89999999999998,O3,3,0,0
2257,2905,2.8,158.0,0.1006,188.65263157894736,O3,4,0,0
2258,2906,2.7,162.0,0.0987,183.75263157894736,O3,4,0,0
2259,2907,1.7,112.0,0.0868,153.06315789473686,O3,4,0,0
2260,2908,1.5,104.0,0.0861,151.2578947368421,O3,4,0,0
2261,2909,2.3,125.0,0.1042,197.93684210526317,O3,4,0,0
2262,2910,2.3,127.0,0.108,203.10638297872342,O3,5,0,0
2263,2911,1.5,95.0,0.0811,136.35000000000002,O3,3,0,0
2264,2912,1.0,70.0,0.0704,68.04347826086956,NO2,2,0,1
2265,2914,0.3,33.0,0.0484,44.81481481481482,O3,1,1,1
2266,2915,0.4,45.0,0.058,60.800000000000004,O3,2,1,1
2267,2916,0.5,56.0,0.0668,89.54666666666665,O3,2,0,1
2268,2917,0.9,74.0,0.0835,144.75,O3,3,0,0
2269,2918,1.1,84.0,0.0739,111.14999999999999,O3,3,0,0
2270,2919,1.4,93.0,0.0763,119.55000000000003,O3,3,0,0
2271,2920,1.1,97.0,0.0614,96.80434782608697,NO2,2,0,0
2272,2921,0.9,83.0,0.0566,81.8913043478261,NO2,2,1,0
2273,2922,0.8,71.0,0.0508,69.1086956521739,NO2,2,1,0
2274,2923,0.8,78.0,0.0509,76.56521739130434,NO2,2,1,0
2275,2924,0.6,62.0,0.0457,59.52173913043478,NO2,2,1,0
2276,2925,0.6,54.0,0.0438,51.0,NO2,2,1,0
2277,2926,0.5,59.0,0.0427,56.32608695652174,NO2,2,0,0
2278,2927,0.7,69.0,0.0453,66.97826086956522,NO2,2,1,0
2279,2928,0.8,67.0,0.0479,64.84782608695653,NO2,2,1,0
2280,2929,0.9,58.0,0.05,55.26086956521739,NO2,2,1,0
2281,2930,1.3,77.0,0.0647,82.68666666666664,O3,2,0,0
2282,2931,1.3,94.0,0.0728,107.30000000000003,O3,3,0,0
2283,2932,1.4,97.0,0.082,139.5,O3,3,0,0
2284,2933,1.9,110.0,0.0946,173.17894736842106,O3,4,0,0
2285,2934,2.3,116.0,0.1018,191.74736842105264,O3,4,0,0
2286,2935,1.0,74.0,0.0789,128.64999999999998,O3,3,0,0
2287,2936,0.5,51.0,0.0647,82.68666666666664,O3,2,0,1
2288,2938,0.4,40.0,0.0576,59.493333333333325,O3,2,0,1
2289,2939,0.3,36.0,0.0555,52.63333333333333,O3,2,1,1
2290,2940,0.2,35.0,0.0552,51.65333333333333,O3,2,1,1
2291,2941,0.4,48.0,0.062,73.86666666666665,O3,2,0,1
2292,2942,0.3,38.0,0.0557,53.28666666666666,O3,2,0,1
2293,2943,0.6,54.0,0.0556,52.95999999999999,O3,2,0,1
2294,2944,0.6,57.0,0.0573,58.51333333333332,O3,2,1,1
2295,2945,0.6,54.0,0.0514,51.0,NO2,2,1,1
2296,2946,0.5,46.0,0.0478,44.25925925925927,O3,1,1,1
2297,2947,0.4,36.0,0.0424,39.25925925925926,O3,1,0,1
2298,2948,0.2,19.0,0.0386,35.74074074074075,O3,1,1,1
2299,2949,0.4,34.0,0.0403,37.31481481481482,O3,1,0,1
2300,2950,0.6,63.0,0.0462,60.58695652173913,NO2,2,0,1
2301,2951,0.9,86.0,0.0489,85.08695652173913,NO2,2,0,1
2302,2952,0.7,65.0,0.0463,62.71739130434783,NO2,2,0,1
2303,2953,1.2,101.0,0.0585,101.0,NO2,3,0,0
2304,2954,1.6,116.0,0.0748,114.30000000000003,O3,3,0,0
2305,2955,1.8,124.0,0.094,171.63157894736844,O3,4,0,0
2306,2956,2.4,136.0,0.1022,192.77894736842106,O3,4,0,0
2307,2957,1.5,108.0,0.0929,168.79473684210527,O3,4,0,0
2308,2958,0.9,82.0,0.0834,144.39999999999998,O3,3,0,0
2309,2959,0.8,68.0,0.0751,115.35000000000001,O3,3,0,0
2310,2960,0.2,22.0,0.0505,46.75925925925927,O3,1,0,1
2311,2963,0.5,43.0,0.0628,76.47999999999996,O3,2,0,1
2312,2964,1.4,84.0,0.1043,198.19473684210527,O3,4,0,0
2313,2965,3.3,108.0,0.1463,243.44361702127662,O3,5,0,0
2314,2966,3.6,112.0,0.1358,232.38510638297873,O3,5,0,0
2315,2967,1.7,104.0,0.0971,179.62631578947372,O3,4,0,0
2316,2968,1.5,107.0,0.0894,159.76842105263157,O3,4,0,0
2317,2969,1.6,102.0,0.0871,153.83684210526317,O3,4,0,0
2318,2970,2.1,104.0,0.0952,174.72631578947372,O3,4,0,0
2319,2971,2.1,96.0,0.0843,147.54999999999998,O3,3,0,0
2320,2972,1.6,80.0,0.075,115.0,O3,3,0,0
2321,2973,1.3,72.0,0.071,101.0,O3,3,0,0
2322,2974,1.6,106.0,0.0814,137.39999999999998,O3,3,0,0
2323,2975,3.1,119.0,0.1052,104.4054054054054,NO2,3,0,0
2324,2976,3.3,119.0,0.106,201.0,O3,5,0,0
2325,2977,3.4,128.0,0.1153,210.79468085106384,O3,5,0,0
2326,2978,2.8,112.0,0.0986,183.49473684210525,O3,4,0,0
2327,2979,1.5,95.0,0.0781,125.85000000000001,O3,3,0,0
2328,2980,1.3,85.0,0.0653,84.64666666666665,O3,2,1,0
2329,2981,1.6,101.0,0.0777,124.45000000000002,O3,3,0,0
2330,2982,1.5,94.0,0.1015,190.97368421052636,O3,4,0,0
2331,2983,1.0,76.0,0.0922,166.98947368421057,O3,4,0,0
2332,2984,0.5,50.0,0.0678,92.8133333333333,O3,2,0,0
2333,2986,0.6,51.0,0.0725,106.25,O3,3,0,0
2334,2987,0.7,42.0,0.0688,96.07999999999998,O3,2,1,0
2335,2988,1.3,62.0,0.0887,157.96315789473687,O3,4,0,0
2336,2989,4.0,111.0,0.1494,246.70851063829787,O3,5,0,0
2337,2990,5.0,129.0,0.1647,262.82234042553193,O3,5,0,0
2338,2991,3.6,135.0,0.1489,246.18191489361703,O3,5,0,0
2339,2992,2.8,139.0,0.1361,232.70106382978724,O3,5,0,0
2340,2993,2.6,134.0,0.1224,218.27234042553192,O3,5,0,0
2341,2994,2.7,141.0,0.1174,213.00638297872342,O3,5,0,0
2342,2995,2.3,112.0,0.0901,161.57368421052632,O3,4,0,0
2343,2996,2.0,105.0,0.0794,130.39999999999998,O3,3,0,0
2344,2997,1.3,72.0,0.0577,70.17391304347827,NO2,2,0,0
2345,2998,1.7,90.0,0.0776,124.10000000000001,O3,3,0,0
2346,2999,2.8,126.0,0.0982,182.46315789473684,O3,4,0,0
2347,3000,3.8,154.0,0.1256,221.64255319148936,O3,5,0,0
2348,3001,4.9,173.0,0.1483,245.54999999999998,O3,5,0,0
2349,3002,4.3,162.0,0.139,235.75531914893617,O3,5,0,0
2350,3003,2.6,128.0,0.1195,215.21808510638297,O3,5,0,0
2351,3004,2.4,120.0,0.1135,208.89893617021278,O3,5,0,0
2352,3005,1.9,111.0,0.1115,206.79255319148936,O3,5,0,0
2353,3006,1.4,89.0,0.1026,193.81052631578947,O3,4,0,0
2354,3007,1.1,69.0,0.0836,145.09999999999997,O3,3,0,0
2355,3008,0.9,70.0,0.0925,167.76315789473685,O3,4,0,0
2356,3010,0.5,59.0,0.0781,125.85000000000001,O3,3,0,0
2357,3011,0.8,73.0,0.0959,176.53157894736842,O3,4,0,0
2358,3012,1.3,89.0,0.1155,211.00531914893617,O3,5,0,0
2359,3013,4.7,142.0,0.1686,266.9297872340426,O3,5,0,0
2360,3014,4.6,145.0,0.1791,277.9882978723404,O3,5,0,0
2361,3015,3.7,156.0,0.1643,262.40106382978723,O3,5,0,0
2362,3016,2.8,148.0,0.136,232.59574468085108,O3,5,0,0
2363,3017,1.8,122.0,0.0944,172.66315789473686,O3,4,0,0
2364,3018,1.9,106.0,0.0905,162.60526315789474,O3,4,0,0
2365,3019,2.0,106.0,0.0884,157.18947368421055,O3,4,0,0
2366,3020,2.0,127.0,0.0968,178.85263157894738,O3,4,0,0
2367,3021,2.1,113.0,0.0929,168.79473684210527,O3,4,0,0
2368,3022,2.1,136.0,0.0936,170.60000000000002,O3,4,0,0
2369,3023,3.2,153.0,0.1107,205.95000000000002,O3,5,0,0
2370,3024,4.0,172.0,0.1225,218.37765957446808,O3,5,0,0
2371,3025,4.6,190.0,0.1372,233.8595744680851,O3,5,0,0
2372,3026,3.0,160.0,0.1139,209.32021276595745,O3,5,0,0
2373,3027,2.9,159.0,0.1505,247.86702127659572,O3,5,0,0
2374,3028,1.9,123.0,0.1074,202.4744680851064,O3,5,0,0
2375,3029,1.4,101.0,0.0868,153.06315789473686,O3,4,0,0
2376,3030,2.1,116.0,0.1095,204.68617021276597,O3,5,0,0
2377,3031,1.2,80.0,0.0989,184.2684210526316,O3,4,0,0
2378,3032,0.6,51.0,0.0658,86.27999999999997,O3,2,0,0
2379,3035,0.4,46.0,0.0618,73.21333333333332,O3,2,0,0
2380,3036,0.7,64.0,0.0747,113.95000000000002,O3,3,0,0
2381,3037,2.3,108.0,0.1229,218.79893617021276,O3,5,0,0
2382,3038,4.0,151.0,0.1494,246.70851063829787,O3,5,0,0
2383,3039,2.8,153.0,0.1281,224.2755319148936,O3,5,0,0
2384,3040,1.6,116.0,0.0954,175.2421052631579,O3,4,0,0
2385,3041,1.6,116.0,0.081,136.0,O3,3,0,0
2386,3042,2.0,130.0,0.0882,156.67368421052635,O3,4,0,0
2387,3043,2.0,131.0,0.084,146.5,O3,3,0,0
2388,3044,1.7,131.0,0.0743,112.55000000000003,O3,3,0,0
2389,3045,2.0,135.0,0.088,156.1578947368421,O3,4,0,0
2390,3046,2.2,152.0,0.0928,168.53684210526316,O3,4,0,0
2391,3047,3.2,198.0,0.1218,217.6404255319149,O3,5,0,0
2392,3048,3.6,183.0,0.117,212.58510638297872,O3,5,0,0
2393,3049,3.8,175.0,0.162,259.97872340425533,O3,5,0,0
2394,3050,4.8,193.0,0.1508,248.18297872340423,O3,5,0,0
2395,3051,2.8,140.0,0.1318,228.1723404255319,O3,5,0,0
2396,3052,2.6,128.0,0.1189,214.58617021276598,O3,5,0,0
2397,3053,1.9,100.0,0.1,187.10526315789477,O3,4,0,0
2398,3054,1.7,97.0,0.102,192.26315789473682,O3,4,0,0
2399,3055,1.0,67.0,0.0767,120.95000000000002,O3,3,0,0
2400,3056,0.7,58.0,0.0674,91.50666666666666,O3,2,0,1
2401,3058,0.4,45.0,0.0545,42.45283018867924,NO2,1,1,1
2402,3059,0.6,62.0,0.0685,95.1,O3,2,0,1
2403,3060,0.7,59.0,0.0702,56.32608695652174,NO2,2,1,1
2404,3061,2.4,102.0,0.1188,214.4808510638298,O3,5,0,0
2405,3062,4.4,154.0,0.1589,256.71382978723403,O3,5,0,0
2406,3063,3.1,157.0,0.1331,229.54148936170213,O3,5,0,0
2407,3064,2.0,138.0,0.104,197.42105263157896,O3,4,0,0
2408,3065,2.1,142.0,0.1137,209.1095744680851,O3,5,0,0
2409,3066,2.1,125.0,0.0851,105.54054054054055,NO2,3,0,0
2410,3067,2.1,120.0,0.0782,126.20000000000002,O3,3,0,0
2411,3068,2.2,150.0,0.0908,163.37894736842108,O3,4,0,0
2412,3069,1.6,120.0,0.0806,134.60000000000002,O3,3,0,0
2413,3070,2.4,173.0,0.0985,183.23684210526318,O3,4,0,0
2414,3071,3.3,187.0,0.1211,216.9031914893617,O3,5,0,0
2415,3072,4.0,206.0,0.1411,237.96702127659574,O3,5,0,0
